HREVOTE_NOT_ELIGIBLE_FOR_EMPIRE;没有资格成为霸主;;;;;;;;;;X
HREVOTE_ENEMY;我们是敌人;;;;;;;;;;X
HREVOTE_HERETIC;异端不能被支持;;;;;;;;;;X
HREVOTE_RELATION;关系: $VAL$\n;;;;;;;;;;X
HREVOTE_OVERLORD;是附庸或联统国: +$VAL$\n;;;;;;;;;;X
HREVOTE_BIG_IN_HRE;大国: +$VAL$\n;;;;;;;;;;X
HREVOTE_WE_TOO_SMALL;国土太小: $VAL$\n;;;;;;;;;;X
HREVOTE_NON_MEMBER;不是成员: $VAL$\n;;;;;;;;;;X
HREVOTE_IMPERIAL_AUTHORITY;霸主权威: +$VAL$\n;;;;;;;;;;X
HREVOTE_SAME_CULTURE;同文化组: +$VAL$\n;;;;;;;;;;X
HREVOTE_ALLIED;军事联盟: +$VAL$\n;;;;;;;;;;X
HREVOTE_TRUST;信任度: $VAL$\n;;;;;;;;;;X
HREVOTE_LEGITIMACY;正统性: $VAL$\n;;;;;;;;;;X
HREVOTE_ROYALMARRIAGE;王室联姻: +$VAL$\n;;;;;;;;;;X
HREVOTE_HAS_CLAIMS;领土纠纷: $VAL$\n;;;;;;;;;;X
HREVOTE_BADBOY;恶名: $VAL$\n;;;;;;;;;;X
HREVOTE_DIPLO_SKILL;外交技能: $VAL$\n;;;;;;;;;;X
HREVOTE_PRESTIGE;威望: $VAL$\n;;;;;;;;;;X
MISSION_INTEREST_IN_EMP;他们自己希望成为霸主.;;;;;;;;;;X
HRE_SOMEONE_ELSE;另外一个小霸支持他们，所以他们支持自己.;;;;;;;;;;X
HRE_MISSION_TO_VOTE;因任务目标而投票.;;;;;;;;;;X
HRE_THEY_VOTE_CAUSE;当决定投票对象时，他们对我们的支持度是$VAL$;;;;;;;;;;X
HRE_PREF_VOTE_CAUSE;他们支持$NAME$，支持度为$VAL$;;;;;;;;;;X
HRE_EMP_VOTE_CAUSE;$NAME$的支持度是$VAL$;;;;;;;;;;X
HRE_RIVAL_VOTE_CAUSE;我们的竞争对手是$NAME$，其支持度为$VAL$;;;;;;;;;;X
LOW_AUTHORITY;你需要有一些霸主权威来强迫宗教一致;;;;;;;;;;X
member_in_hre;中原的成员;;;;;;;;;;X
HRE_IS_LESS_THAN;中原的成员少于$SIZE$\n;;;;;;;;;;X
HRE_IS_AT_LEAST;中原的成员至少$SIZE$\n;;;;;;;;;;X
HRE_CANT_HEREDITARY;你不能取消世袭后的帝国.;;;;;;;;;;X
HRE_INFLUENCE;中原威望;;;;;;;;;;X
IMP_INF_LESS_THAN;中原威望低于;;;;;;;;;;X
IMP_INF_AT_LEAST;中原威望最低;;;;;;;;;;X
ADD_IMPERIAL_INFLUENCE;中原威望;;;;;;;;;;X
TRADE_EMBARGOING;贸易禁运 ;;;;;;;;;;X
NOT_TRADE_EMBARGOING;没有贸易禁运 ;;;;;;;;;;X
IN_SPHERE; $COUNTRY$ 势力范围;;;;;;;;;;X
IN_RANGE_OF_SPHERE;$TARGET$ 在  $COUNTRY$ 的势力范围半径内;;;;;;;;;;X
NOT_IN_RANGE_OF_SPHERE;$TARGET$ 不在  $COUNTRY$ 的势力范围半径内;;;;;;;;;;X
MAPMODE_SPH;势力范围地图;;;;;;;;;;X
MAPMODE_REB;叛乱地图;;;;;;;;;;X
MAPMODE_COL;新垦区图;;;;;;;;;;X
IMPERIALRELATIONSTITLE;霸主的恩惠;;;;;;;;;;X
IMPERIALRELATIONSNEWDESC;你有兴趣赐与 $COUNTRY$ 霸主的恩惠吗? \n这将稍稍消耗你$COST$的霸主权威, \n但能大大改善我们与该国的关系. ;;;;;;;;;;X
IMPERIALRELATIONSDESC;这将稍稍消耗你$COST$的霸主权威, \n但能大大改善我们与该国的关系. ;;;;;;;;;;X
NUMBER_OF_OFFICIALS;吏员;;;;;;;;;;X
OFFICIALS;$DIRECTION$ $VALUE$ 个吏员. \n;;;;;;;;;;X
YEARLY_OFFICIALS;每年可获得的专员;;;;;;;;;;X
NOOFFICIALS;没有吏员可供差遣. ;;;;;;;;;;X
NOAUTHORITY;你的霸主权威不足. ;;;;;;;;;;X
WEIMPREL_SETUP;我国作为中原霸主与一位中原的王公改善关系;;;;;;;;;;X
WEIMPREL_HEADER;$MESSENGER$;;;;;;;;;;X
WEIMPREL_1;帝国关系;;;;;;;;;;X
WEIMPREL_2;$MONARCHTITLE$, 我们派往;;;;;;;;;;X
WEIMPREL_3;$RECIPIENT$;;;;;;;;;;X
WEIMPREL_4;的吏员使我们的关系 $INCDEC$ 了;;;;;;;;;;X
WEIMPREL_5;$CHANGE$;;;;;;;;;;X
WEIMPREL_6;*;;;;;;;;;;X
WEIMPREL_LOG;我们与 $RECIPIENT$ 的关系得以改善. ;;;;;;;;;;X
WEIMPREL_BTN1;知道了;;;;;;;;;;X
WEIMPREL_BTN2;知道了;;;;;;;;;;X
WEIMPREL_BTN3;前往;;;;;;;;;;X
WEIMPREL_MAP;*;;;;;;;;;;X
IMPRELTOUS_SETUP;中原霸主希望改善与我们的关系;;;;;;;;;;X
IMPRELTOUS_HEADER;来自;;;;;;;;;;X
IMPRELTOUS_1;$ACTOR$ 的使者;;;;;;;;;;X
IMPRELTOUS_2;霸主派遣一位;;;;;;;;;;X
IMPRELTOUS_3;帝国专员;;;;;;;;;;X
IMPRELTOUS_4;来到, 我们的双边关系 $INCDEC$ 了;;;;;;;;;;X
IMPRELTOUS_5;$CHANGE$;;;;;;;;;;X
IMPRELTOUS_6;*;;;;;;;;;;X
IMPRELTOUS_LOG;我们接待了一位来自 $ACTOR$ 的帝国专员. ;;;;;;;;;;X
IMPRELTOUS_BTN1;知道了;;;;;;;;;;X
IMPRELTOUS_BTN2;知道了;;;;;;;;;;X
IMPRELTOUS_BTN3;前往;;;;;;;;;;X
IMPRELTOUS_MAP;*;;;;;;;;;;X
IMPRELTOOTHER_SETUP;为中原与一位中原的王公改善关系;;;;;;;;;;X
IMPRELTOOTHER_HEADER;来自;;;;;;;;;;X
IMPRELTOOTHER_1;$ACTOR$ 的使者;;;;;;;;;;X
IMPRELTOOTHER_2;霸主派遣一位中原专员前往;;;;;;;;;;X
IMPRELTOOTHER_3;$RECIPIENT$;;;;;;;;;;X
IMPRELTOOTHER_4;他们之间的关系 $INCDEC$ 了;;;;;;;;;;X
IMPRELTOOTHER_5;$CHANGE$;;;;;;;;;;X
IMPRELTOOTHER_6;*;;;;;;;;;;X
IMPRELTOOTHER_LOG;$ACTOR$ 作为中原霸主与 $RECIPIENT$ 改善关系. ;;;;;;;;;;X
IMPRELTOOTHER_BTN1;知道了;;;;;;;;;;X
IMPRELTOOTHER_BTN2;知道了;;;;;;;;;;X
IMPRELTOOTHER_BTN3;前往;;;;;;;;;;X
IMPRELTOOTHER_MAP;*;;;;;;;;;;X
RELIGIOUSUNITYDESC;要求他们改宗独一的真信. \n如果他们拒绝, 我们将损失10点声望. ;;;;;;;;;;X
RELIGIOUSUNITYNEWDESC;一家人应常一起生活一起祈祷. \n你有兴趣要求他们改宗那独一的真信吗? ;;;;;;;;;;X
RELIGIOUSUNITYTITLE;推行同奉一宗;;;;;;;;;;X
RELIGIOUSUNITYREQDESC; $COUNTRY$ \n作为中原霸主要求我们改宗 $RELIGION$ . \n拒绝将令他们有对我们宣战的口实. ;;;;;;;;;;X
RELUNITYWITHUS_SETUP;一位王公接受我们同奉一宗的要求;;;;;;;;;;X
RELUNITYWITHUS_HEADER;来自;;;;;;;;;;X
RELUNITYWITHUS_1;$RECIPIENT$ 的使者;;;;;;;;;;X
RELUNITYWITHUS_2;$MONARCHTITLE$, 我们所冀望的;;;;;;;;;;X
RELUNITYWITHUS_3;同奉一宗;;;;;;;;;;X
RELUNITYWITHUS_4;已经在;;;;;;;;;;X
RELUNITYWITHUS_5;$RECIPIENT$;;;;;;;;;;X
RELUNITYWITHUS_6;得到实行. 一个中原, 一种信仰! ;;;;;;;;;;X
RELUNITYWITHUS_LOG;$RECIPIENT$ 改宗 $ACTORRELIGION$. ;;;;;;;;;;X
RELUNITYWITHUS_BTN1;知道了;;;;;;;;;;X
RELUNITYWITHUS_BTN2;知道了;;;;;;;;;;X
RELUNITYWITHUS_BTN3;前往;;;;;;;;;;X
RELUNITYWITHUS_MAP;*;;;;;;;;;;X
WEACCRELUNITY_SETUP;我们同意同奉一宗;;;;;;;;;;X
WEACCRELUNITY_HEADER;$MESSENGER$;;;;;;;;;;X
WEACCRELUNITY_1;同奉一宗! ;;;;;;;;;;X
WEACCRELUNITY_2;$MONARCHTITLE$, 我们已答应来自霸主;;;;;;;;;;X
WEACCRELUNITY_3;$ACTOR$;;;;;;;;;;X
WEACCRELUNITY_4;的要求. 知会教士我们现在已改宗 $ACTORRELIGION$ . ;;;;;;;;;;X
WEACCRELUNITY_5;*;;;;;;;;;;X
WEACCRELUNITY_6;*;;;;;;;;;;X
WEACCRELUNITY_LOG;我们同意与 $ACTOR$ 同奉一宗. ;;;;;;;;;;X
WEACCRELUNITY_BTN1;知道了;;;;;;;;;;X
WEACCRELUNITY_BTN2;知道了;;;;;;;;;;X
WEACCRELUNITY_BTN3;前往;;;;;;;;;;X
WEACCRELUNITY_MAP;*;;;;;;;;;;X
RELUNITYWITHOTHER_SETUP;一位中原的王公同意与中原同奉一宗;;;;;;;;;;X
RELUNITYWITHOTHER_HEADER;来自;;;;;;;;;;X
RELUNITYWITHOTHER_1;$RECIPIENT$ 的使者;;;;;;;;;;X
RELUNITYWITHOTHER_2;$MONARCHTITLE$, 我们得到来自;;;;;;;;;;X
RELUNITYWITHOTHER_3;$RECIPIENT$;;;;;;;;;;X
RELUNITYWITHOTHER_4;的通知. 他们已同意与;;;;;;;;;;X
RELUNITYWITHOTHER_5;$ACTOR$;;;;;;;;;;X
RELUNITYWITHOTHER_6;同奉一宗. 他们已改宗 $ACTORRELIGION$ ;;;;;;;;;;X
RELUNITYWITHOTHER_LOG;$RECIPIENT$ 同意与 $ACTOR$ 同奉一宗. ;;;;;;;;;;X
RELUNITYWITHOTHER_BTN1;知道了;;;;;;;;;;X
RELUNITYWITHOTHER_BTN2;知道了;;;;;;;;;;X
RELUNITYWITHOTHER_BTN3;前往;;;;;;;;;;X
RELUNITYWITHOTHER_MAP;*;;;;;;;;;;X
DECRELUNITYWITHUS_SETUP;一位王公拒绝我们同奉一宗的要求;;;;;;;;;;X
DECRELUNITYWITHUS_HEADER;来自;;;;;;;;;;X
DECRELUNITYWITHUS_1;$RECIPIENT$ 的使者;;;;;;;;;;X
DECRELUNITYWITHUS_2;$MONARCHTITLE$, 他们鲁莽地;;;;;;;;;;X
DECRELUNITYWITHUS_3;拒绝同奉一宗;;;;;;;;;;X
DECRELUNITYWITHUS_4;的合理正当要求. ;;;;;;;;;;X
DECRELUNITYWITHUS_5;*;;;;;;;;;;X
DECRELUNITYWITHUS_6;*;;;;;;;;;;X
DECRELUNITYWITHUS_LOG;$RECIPIENT$ 拒绝我们同奉一宗的要求. ;;;;;;;;;;X
DECRELUNITYWITHUS_BTN1;知道了;;;;;;;;;;X
DECRELUNITYWITHUS_BTN2;知道了;;;;;;;;;;X
DECRELUNITYWITHUS_BTN3;前往;;;;;;;;;;X
DECRELUNITYWITHUS_MAP;*;;;;;;;;;;X
DECRELUNITYWITHOTHER_SETUP;一位中原的王公拒绝与中原同奉一宗;;;;;;;;;;X
DECRELUNITYWITHOTHER_HEADER;来自;;;;;;;;;;X
DECRELUNITYWITHOTHER_1;$RECIPIENT$ 的使者;;;;;;;;;;X
DECRELUNITYWITHOTHER_2;$MONARCHTITLE$, 他们;;;;;;;;;;X
DECRELUNITYWITHOTHER_3;拒绝同奉一宗;;;;;;;;;;X
DECRELUNITYWITHOTHER_4;的要求;;;;;;;;;;X
DECRELUNITYWITHOTHER_5;$ACTOR$ 很愤怒;;;;;;;;;;X
DECRELUNITYWITHOTHER_6;并表示后果很严重...;;;;;;;;;;X
DECRELUNITYWITHOTHER_LOG;$RECIPIENT$ 拒绝与 $ACTOR$ 同奉一宗. ;;;;;;;;;;X
DECRELUNITYWITHOTHER_BTN1;知道了;;;;;;;;;;X
DECRELUNITYWITHOTHER_BTN2;知道了;;;;;;;;;;X
DECRELUNITYWITHOTHER_BTN3;前往;;;;;;;;;;X
HRE_EMPEROR;$NAME$ 的统治者是中原霸主.;;;;;;;;;;X
HRE_ELECTOR;$NAME$ 的统治者是中原小霸. \n如果现任霸主去世, 该国将推举 $VOTE$ 继任霸主. ;;;;;;;;;;X
HRE_MEMBER;$NAME$ 是中原成员;;;;;;;;;;X
HRE_RELATION;我们与 $NAME$ 的关系是 $RELATION$. ;;;;;;;;;;X
HRE_MEMBERS;中原成员;;;;;;;;;;X
HRE_MEMBER_HAS_NOT_MODIFIER;中原成员没有此修正 ;;;;;;;;;;X
HRE_MEMBER_HAS_MODIFIER;中原成员有此修正 ;;;;;;;;;;X
HRE_EMPEROR_HAS_NOT_MODIFIER;中原霸主没有此修正 ;;;;;;;;;;X
HRE_EMPEROR_HAS_MODIFIER;中原霸主有此修正 ;;;;;;;;;;X
EVTNAME1916;霸业更迭;;;;;;;;;;X
EVTDESC1916;我国失去霸业，前代君主的所有努力化为乌有，寡人愧对列祖列宗;;;;;;;;;;X
EVTOPTA1916;天命不再;;;;;;;;;;X
EVTNAME9493;将$FROM$加入华夏吗? ;;;;;;;;;;X
EVTDESC9493;$FROMCOUNTRY$希望将$FROM$加入周王朝体系, 身为霸主的你同意吗? ;;;;;;;;;;X
EVTOPTA9493;华夏的省份越多越好;;;;;;;;;;X
EVTOPTB9493;蛮夷不同华夏;;;;;;;;;;X
EVTNAME9494; $PROVINCENAME$ 加入了帝国;;;;;;;;;;X
EVTDESC9494;霸主$EMPERORNAME$同意了我们的请求, 将 $PROVINCENAME$ 加入了中原;;;;;;;;;;X
EVTOPTA9494;太好了! ;;;;;;;;;;X
EVTNAME9495; $PROVINCENAME$ 被拒绝了! ;;;;;;;;;;X
EVTDESC9495;殿下, 霸主$EMPERORNAME$拒绝了我们将 $PROVINCENAME$ 加入中原的请求;;;;;;;;;;X
EVTOPTA9495;那个无赖! ;;;;;;;;;;X
EVTNAME9496;$FROM$已经不属于中原;;;;;;;;;;X
EVTDESC9496;霸主! $FROMCOUNTRY$ 已经宣称\n $FROM$ 不再是中原的一部分.;;;;;;;;;;X
EVTOPTA9496;这意味着战争!;;;;;;;;;;X
EVTNAME879;成为小霸;;;;;;;;;;X
EVTDESC879;在卓越的统治者 $MONARCH$ 统治期间，我国国力强盛，中原霸主已经决定给与我们一方诸侯之长的荣誉! \n我们要接受吗? ;;;;;;;;;;X
EVTOPTA879;接受;;;;;;;;;;X
EVTOPTB879;拒绝;;;;;;;;;;X
EVTNAME880;失去小霸资格;;;;;;;;;;X
EVTDESC880;在统治者 $MONARCH$ 统治期间，我国国力衰微，已无力负担一方，因此失去了中原主要国家的资格 ;;;;;;;;;;X
EVTOPTA880;无奈的结局;;;;;;;;;;X
EVTOPTB880;我们不会忘记! ;;;;;;;;;;X
EVTNAME6007;霸主下令;;;;;;;;;;X
EVTDESC6007;中原霸主已经正式遣使者让我们放弃 $PROVINCENAME$ , 他同时提醒我们最好顺从他的决定. ;;;;;;;;;;X
EVTOPTA6007;彼何德而敢施号令于我国;;;;;;;;;;X
EVTOPTB6007;此固非我之所应有;;;;;;;;;;X
EVTNAME6008;领土合并;;;;;;;;;;X
EVTDESC6008;$PROVINCENAME$现在被认为是我国领土不可分割的一部分. 反抗者消失了,人民接受了我们的统治.;;;;;;;;;;X
EVTOPTA6008;寡人甚喜;;;;;;;;;;X
join_hre_emp_title;加入中原体系;;;;;;;;;;X
join_hre_emp_desc;中原体系代表着以周天子为核心的华夏文明政治体系，在一定情况下，原本的蛮夷国家也可能成为这个体系的一部分。省份的归属很大程度上取决于这个国家的情况。;;;;;;;;;;X
join_hre_title;加入中原体系;;;;;;;;;;X
join_hre_desc;中原体系代表着以周天子为核心的华夏文明政治体系，在一定情况下，原本的蛮夷国家也可能成为这个体系的一部分。省份的归属很大程度上取决于这个国家的情况。;;;;;;;;;;X
